season,game_type,week,opponent,team,points_favored,over_odds,under_odds,roof,surface,temp,wind,referee,win,team_win_pct,team_net_points,team_sov,team_sos,opponent_win_pct,opponent_net_points,opponent_sov,opponent_sos
2016,DIV,19,PIT,KC,2.5,-107.0,-103.0,outdoors,grass,33.0,9.0,Carl Cheffers,False,0.75,78,0.479167,0.507812,0.6875,72,0.423295,0.494141
2016,CON,20,GB,ATL,6.5,-110.0,-100.0,dome,fieldturf,,,Bill Vinovich,True,0.6875,134,0.451705,0.480469,0.625,44,0.453125,0.507812
2016,CON,20,PIT,NE,5.5,-108.0,-102.0,outdoors,fieldturf,41.0,10.0,Terry McAulay,True,0.875,191,0.424107,0.439453,0.6875,72,0.423295,0.494141
2016,SB,21,NE,ATL,-3.0,-110.0,-100.0,closed,fieldturf,,,Carl Cheffers,False,0.6875,134,0.451705,0.480469,0.875,191,0.424107,0.439453
2017,WC,18,TEN,KC,8.5,-106.0,-104.0,outdoors,grass,33.0,10.0,Jeff Triplette,False,0.625,76,0.48125,0.476562,0.5625,-22,0.395833,0.433594
2017,WC,18,ATL,LA,6.5,-100.0,-110.0,outdoors,grass,62.0,3.0,Ed Hochuli,False,0.6875,149,0.460227,0.503906,0.625,38,0.475,0.542969
2017,WC,18,BUF,JAX,8.5,-100.0,-110.0,outdoors,grass,53.0,18.0,John Hussey,True,0.625,149,0.39375,0.433594,0.5625,-57,0.395833,0.492188
2017,WC,18,CAR,NO,6.5,-110.0,-100.0,dome,sportturf,,,Tony Corrente,True,0.6875,122,0.482955,0.535156,0.6875,36,0.5,0.539062
2017,DIV,19,ATL,PHI,-2.5,-100.0,-110.0,outdoors,grass,32.0,16.0,Bill Vinovich,True,0.8125,162,0.432692,0.460938,0.625,38,0.475,0.542969
2017,DIV,19,TEN,NE,13.5,-108.0,-102.0,outdoors,fieldturf,24.0,12.0,Ron Torbert,True,0.8125,162,0.466346,0.484375,0.5625,-22,0.395833,0.433594
2017,DIV,19,JAX,PIT,7.0,-103.0,-107.0,outdoors,grass,18.0,2.0,Brad Allen,False,0.8125,98,0.423077,0.453125,0.625,149,0.39375,0.433594
2017,DIV,19,NO,MIN,5.5,-108.0,-102.0,dome,sportturf,,,Gene Steratore,True,0.8125,130,0.447115,0.492188,0.6875,122,0.482955,0.535156
2017,CON,20,JAX,NE,7.5,-113.0,102.0,outdoors,fieldturf,48.0,3.0,Clete Blakeman,True,0.8125,162,0.466346,0.484375,0.625,149,0.39375,0.433594
2017,CON,20,MIN,PHI,-3.0,-104.0,-106.0,outdoors,grass,47.0,5.0,Ed Hochuli,True,0.8125,162,0.432692,0.460938,0.8125,130,0.447115,0.492188
2017,SB,21,PHI,NE,4.5,-105.0,-105.0,dome,sportturf,,,Gene Steratore,False,0.8125,162,0.466346,0.484375,0.8125,162,0.432692,0.460938
2018,WC,18,IND,HOU,2.0,102.0,-114.0,closed,astroturf,,,Bill Vinovich,False,0.6875,86,0.431818,0.46875,0.625,89,0.45625,0.464844
2018,WC,18,SEA,DAL,2.5,-105.0,-105.0,closed,matrixturf,,,Walt Anderson,True,0.625,15,0.44375,0.488281,0.625,81,0.39375,0.480469
2018,WC,18,LAC,BAL,3.0,-116.0,104.0,outdoors,grass,52.0,12.0,Clete Blakeman,False,0.625,102,0.44375,0.488281,0.75,99,0.416667,0.472656
2018,WC,18,PHI,CHI,6.5,-103.0,-108.0,outdoors,grass,39.0,12.0,Tony Corrente,False,0.75,138,0.411458,0.421875,0.5625,19,0.486111,0.515625
2018,DIV,19,IND,KC,4.0,-102.0,-109.0,outdoors,grass,32.0,13.0,John Hussey,True,0.75,144,0.395833,0.476562,0.625,89,0.45625,0.464844
2018,DIV,19,DAL,LA,7.5,-114.0,102.0,outdoors,grass,57.0,1.0,John Parry,True,0.8125,143,0.423077,0.476562,0.625,15,0.44375,0.488281
2018,DIV,19,LAC,NE,4.0,102.0,-113.0,outdoors,fieldturf,26.0,3.0,Ron Torbert,True,0.6875,111,0.488636,0.476562,0.75,99,0.416667,0.472656
2018,DIV,19,PHI,NO,8.5,-112.0,101.0,dome,sportturf,,,Carl Cheffers,True,0.8125,151,0.480769,0.476562,0.5625,19,0.486111,0.515625
2018,CON,20,LA,NO,3.0,-115.0,103.0,dome,sportturf,,,Bill Vinovich,False,0.8125,151,0.480769,0.476562,0.8125,143,0.423077,0.476562
2018,CON,20,NE,KC,3.0,-110.0,-101.0,outdoors,grass,19.0,14.0,Clete Blakeman,False,0.75,144,0.395833,0.476562,0.6875,111,0.488636,0.476562
2018,SB,21,NE,LA,-2.0,-108.0,-103.0,closed,fieldturf,,,John Parry,False,0.8125,143,0.423077,0.476562,0.6875,111,0.488636,0.476562
2019,WC,18,BUF,HOU,2.5,-105.0,-106.0,closed,grass,,,Tony Corrente,True,0.625,-7,0.4875,0.519531,0.625,55,0.3625,0.460938
2019,WC,18,TEN,NE,4.5,-105.0,-106.0,outdoors,grass,44.0,4.0,John Hussey,False,0.75,195,0.411458,0.46875,0.5625,71,0.465278,0.488281
2019,WC,18,MIN,NO,7.5,-100.0,-111.0,dome,astroturf,,,Carl Cheffers,False,0.8125,117,0.456731,0.484375,0.625,104,0.35,0.472656
2019,WC,18,SEA,PHI,1.0,-105.0,-106.0,outdoors,grass,41.0,17.0,Shawn Smith,False,0.5625,31,0.416667,0.453125,0.6875,7,0.460227,0.527344
2019,DIV,19,MIN,SF,7.0,-106.0,-105.0,outdoors,grass,56.0,11.0,Walt Anderson,True,0.8125,169,0.461538,0.5,0.625,104,0.35,0.472656
2019,DIV,19,TEN,BAL,10.0,-110.0,-101.0,outdoors,grass,69.0,12.0,Bill Vinovich,False,0.875,249,0.482143,0.492188,0.5625,71,0.465278,0.488281
2019,DIV,19,HOU,KC,10.0,-108.0,-104.0,outdoors,astroturf,,,Shawn Hochuli,True,0.75,143,0.473958,0.507812,0.625,-7,0.4875,0.519531
2019,DIV,19,SEA,GB,4.5,103.0,-114.0,outdoors,grass,23.0,8.0,Clete Blakeman,True,0.8125,63,0.423077,0.449219,0.6875,7,0.460227,0.527344
2019,CON,20,TEN,KC,7.5,-108.0,-103.0,outdoors,astroturf,,,Tony Corrente,True,0.75,143,0.473958,0.507812,0.5625,71,0.465278,0.488281
2019,CON,20,GB,SF,8.0,-106.0,-105.0,outdoors,grass,58.0,5.0,John Hussey,True,0.8125,169,0.461538,0.5,0.8125,63,0.423077,0.449219
2019,SB,21,SF,KC,1.5,-110.0,-101.0,outdoors,grass,,,Bill Vinovich,True,0.75,143,0.473958,0.507812,0.8125,169,0.461538,0.5
2020,WC,18,IND,BUF,7.0,-105.0,-106.0,outdoors,astroturf,34.0,6.0,Brad Allen,True,0.8125,126,0.471154,0.511719,0.6875,89,0.383523,0.443359
2020,WC,18,LA,SEA,3.0,-111.0,-101.0,outdoors,fieldturf,39.0,1.0,John Hussey,False,0.75,88,0.403646,0.447266,0.625,76,0.484375,0.494141
2020,WC,18,TB,WAS,-10.0,-107.0,-104.0,outdoors,grass,40.0,10.0,Scott Novak,False,0.4375,6,0.388393,0.458984,0.6875,137,0.392045,0.488281
2020,WC,18,BAL,TEN,-3.5,-112.0,100.0,outdoors,grass,33.0,1.0,Jerome Boger,False,0.6875,52,0.397727,0.474609,0.6875,165,0.400568,0.494141
2020,WC,18,CHI,NO,11.0,-102.0,-109.0,dome,astroturf,,,Alex Kemp,True,0.75,145,0.40625,0.458984,0.5,2,0.335938,0.488281
2020,WC,18,CLE,PIT,5.0,-101.0,-110.0,outdoors,grass,34.0,1.0,Shawn Smith,False,0.75,104,0.447917,0.474609,0.6875,-11,0.40625,0.451172
2020,DIV,19,LA,GB,7.0,-105.0,-107.0,outdoors,grass,35.0,13.0,Ronald Torbert,True,0.8125,140,0.387019,0.427734,0.625,76,0.484375,0.494141
2020,DIV,19,BAL,BUF,2.5,-103.0,-108.0,outdoors,astroturf,34.0,13.0,Carl Cheffers,True,0.8125,126,0.471154,0.511719,0.6875,165,0.400568,0.494141
2020,DIV,19,CLE,KC,7.5,-105.0,-106.0,outdoors,astroturf,40.0,13.0,Clay Martin,True,0.875,111,0.464286,0.464844,0.6875,-11,0.40625,0.451172
2020,DIV,19,TB,NO,2.5,-103.0,-108.0,dome,astroturf,,,Shawn Hochuli,False,0.75,145,0.40625,0.458984,0.6875,137,0.392045,0.488281
2020,CON,20,TB,GB,3.0,-109.0,-102.0,outdoors,grass,29.0,10.0,Clete Blakeman,False,0.8125,140,0.387019,0.427734,0.6875,137,0.392045,0.488281
2020,CON,20,BUF,KC,3.0,-114.0,102.0,outdoors,astroturf,40.0,7.0,Bill Vinovich,True,0.875,111,0.464286,0.464844,0.8125,126,0.471154,0.511719
2020,SB,21,KC,TB,-3.0,101.0,-112.0,outdoors,grass,63.0,9.0,Carl Cheffers,True,0.6875,137,0.392045,0.488281,0.875,111,0.464286,0.464844
2021,WC,19,LV,CIN,6.0,-105.0,-106.0,outdoors,fieldturf,31.0,12.0,Jerome Boger,True,0.588235,84,0.461765,0.472318,0.588235,-65,0.514706,0.510381
2021,WC,19,NE,BUF,4.5,-101.0,-111.0,outdoors,a_turf,7.0,8.0,Brad Allen,True,0.647059,194,0.427807,0.472318,0.588235,159,0.394118,0.480969
2021,WC,19,PHI,TB,7.5,-112.0,100.0,outdoors,grass,66.0,21.0,Craig Wrolstad,True,0.764706,158,0.443439,0.467128,0.529412,59,0.349673,0.468858
2021,WC,19,SF,DAL,3.0,100.0,-111.0,closed,matrixturf,,,Alex Kemp,False,0.705882,172,0.431373,0.487889,0.588235,62,0.438235,0.5
2021,WC,19,PIT,KC,13.0,-104.0,-107.0,outdoors,grass,30.0,8.0,Shawn Smith,True,0.705882,116,0.517157,0.538062,0.558824,-55,0.490196,0.520761
2021,WC,19,ARI,LA,4.0,-109.0,-103.0,dome,matrixturf,,,Clay Martin,True,0.705882,88,0.409314,0.482699,0.647059,83,0.491979,0.489619
2021,DIV,20,CIN,TEN,4.0,-110.0,-102.0,outdoors,grass,35.0,0.0,Clete Blakeman,False,0.705882,65,0.480392,0.472318,0.588235,84,0.461765,0.472318
2021,DIV,20,SF,GB,5.5,-107.0,-104.0,outdoors,grass,15.0,12.0,Ron Torbert,False,0.764706,79,0.479638,0.479239,0.588235,62,0.438235,0.5
2021,DIV,20,LA,TB,2.5,-109.0,-102.0,outdoors,grass,50.0,11.0,Shawn Hochuli,False,0.764706,158,0.443439,0.467128,0.705882,88,0.409314,0.482699
2021,DIV,20,BUF,KC,2.5,-106.0,-105.0,outdoors,grass,35.0,6.0,John Hussey,True,0.705882,116,0.517157,0.538062,0.647059,194,0.427807,0.472318
2021,CON,21,CIN,KC,7.0,-110.0,-110.0,outdoors,grass,41.0,4.0,Bill Vinovich,False,0.705882,116,0.517157,0.538062,0.588235,84,0.461765,0.472318
2021,CON,21,SF,LA,3.5,-115.0,-105.0,dome,matrixturf,,,Carl Cheffers,True,0.705882,88,0.409314,0.482699,0.588235,62,0.438235,0.5
2021,SB,22,LA,CIN,-4.5,-110.0,-110.0,dome,matrixturf,,,Ron Torbert,False,0.588235,84,0.461765,0.472318,0.705882,88,0.409314,0.482699
2022,WC,19,SEA,SF,10.0,-110.0,-102.0,outdoors,grass,57.0,11.0,Alex Kemp,True,0.764706,173,0.414027,0.416955,0.529412,6,0.382353,0.461938
2022,WC,19,LAC,JAX,-2.0,-107.0,-105.0,outdoors,grass,37.0,4.0,Shawn Smith,True,0.529412,54,0.437909,0.467128,0.588235,7,0.341176,0.442907
2022,WC,19,MIA,BUF,14.0,-107.0,-105.0,outdoors,a_turf,27.0,4.0,Brad Allen,True,0.8125,169,0.470588,0.488971,0.529412,-2,0.459559,0.53936
2022,WC,19,NYG,MIN,2.5,-108.0,-104.0,dome,sportturf,,,Adrian Hill,False,0.764706,-3,0.426753,0.47513,0.558824,-6,0.395425,0.525952
2022,WC,19,BAL,CIN,7.5,-108.0,-104.0,outdoors,fieldturf,30.0,4.0,Clay Martin,True,0.75,96,0.490196,0.507353,0.588235,35,0.457353,0.511462
2022,WC,19,DAL,TB,-2.5,-107.0,-105.0,outdoors,grass,58.0,2.0,Craig Wrolstad,False,0.470588,-45,0.426471,0.504325,0.705882,125,0.48652,0.507785
2022,DIV,20,JAX,KC,10.0,103.0,-116.0,outdoors,grass,36.0,6.0,Shawn Hochuli,True,0.823529,127,0.422269,0.455234,0.529412,54,0.437909,0.467128
2022,DIV,20,NYG,PHI,8.0,101.0,-113.0,outdoors,grass,40.0,6.0,Clete Blakeman,True,0.823529,133,0.460084,0.474048,0.558824,-6,0.395425,0.525952
2022,DIV,20,CIN,BUF,6.0,-105.0,-107.0,outdoors,a_turf,32.0,4.0,Carl Cheffers,False,0.8125,169,0.470588,0.488971,0.75,96,0.490196,0.507353
2022,DIV,20,DAL,SF,3.5,-107.0,-105.0,outdoors,grass,55.0,19.0,Bill Vinovich,True,0.764706,173,0.414027,0.416955,0.705882,125,0.48652,0.507785
2022,CON,21,SF,PHI,2.5,101.0,-114.0,outdoors,grass,52.0,14.0,John Hussey,True,0.823529,133,0.460084,0.474048,0.764706,173,0.414027,0.416955
2022,CON,21,CIN,KC,2.0,-106.0,-106.0,outdoors,grass,22.0,13.0,Ron Torbert,True,0.823529,127,0.422269,0.455234,0.75,96,0.490196,0.507353
2022,SB,22,KC,PHI,1.0,-108.0,-104.0,closed,grass,,,Carl Cheffers,False,0.823529,133,0.460084,0.474048,0.823529,127,0.422269,0.455234
2023,WC,19,CLE,HOU,-2.5,-115.0,-105.0,closed,astroturf,,,Clay Martin,True,0.588235,24,0.464706,0.474048,0.647059,34,0.513369,0.536332
2023,WC,19,MIA,KC,4.5,-102.0,-118.0,outdoors,grass,-4.0,19.0,Brad Rogers,True,0.647059,77,0.427807,0.480969,0.647059,105,0.358289,0.449827
2023,WC,19,GB,DAL,7.0,-115.0,-105.0,closed,matrixturf,,,Ron Torbert,False,0.705882,194,0.392157,0.446367,0.529412,33,0.457516,0.474048
2023,WC,19,LA,DET,3.5,-118.0,-102.0,dome,fieldturf,,,Craig Wrolstad,True,0.705882,66,0.436274,0.480969,0.588235,27,0.452941,0.529412
2023,WC,19,PIT,BUF,10.0,-105.0,-115.0,outdoors,a_turf,17.0,10.0,Carl Cheffers,True,0.647059,140,0.470588,0.470588,0.588235,-20,0.570588,0.539792
2023,WC,19,PHI,TB,-2.5,-118.0,-102.0,outdoors,grass,65.0,2.0,Adrian Hill,True,0.529412,23,0.379085,0.480969,0.647059,5,0.475936,0.480969
2023,DIV,20,HOU,BAL,10.0,-115.0,-105.0,outdoors,grass,27.0,16.0,John Hussey,True,0.764706,203,0.529412,0.543253,0.588235,24,0.464706,0.474048
2023,DIV,20,GB,SF,10.5,-115.0,-105.0,outdoors,grass,59.0,8.0,Alex Kemp,True,0.705882,193,0.47549,0.508651,0.529412,33,0.457516,0.474048
2023,DIV,20,TB,DET,6.0,-115.0,-105.0,dome,fieldturf,,,Bill Vinovich,True,0.705882,66,0.436274,0.480969,0.529412,23,0.379085,0.480969
2023,DIV,20,KC,BUF,2.5,-112.0,-108.0,outdoors,a_turf,25.0,11.0,Shawn Hochuli,False,0.647059,140,0.470588,0.470588,0.647059,77,0.427807,0.480969
2023,CON,21,KC,BAL,4.5,-115.0,-105.0,outdoors,grass,47.0,7.0,Shawn Smith,False,0.764706,203,0.529412,0.543253,0.647059,77,0.427807,0.480969
2023,CON,21,DET,SF,7.5,-110.0,-110.0,outdoors,grass,69.0,5.0,Clete Blakeman,True,0.705882,193,0.47549,0.508651,0.705882,66,0.436274,0.480969
2023,SB,22,SF,KC,-1.5,-110.0,-110.0,dome,grass,,,Bill Vinovich,True,0.647059,77,0.427807,0.480969,0.705882,193,0.47549,0.508651
2024,WC,19,LAC,HOU,-3.0,-112.0,-108.0,closed,astroturf,,,Land Clark,True,0.588235,0,0.376471,0.480969,0.647059,101,0.347594,0.467128
2024,WC,19,PIT,BAL,9.5,-112.0,-108.0,outdoors,grass,32.0,12.0,Alex Kemp,True,0.705882,157,0.52451,0.529412,0.588235,33,0.452941,0.50173
2024,WC,19,DEN,BUF,7.5,-118.0,-102.0,outdoors,a_turf,32.0,10.0,Bill Vinovich,True,0.764706,157,0.447964,0.467128,0.588235,114,0.394118,0.50173
2024,WC,19,GB,PHI,5.5,-110.0,-110.0,outdoors,grass,40.0,6.0,Brad Allen,True,0.823529,160,0.42437,0.453287,0.647059,122,0.411765,0.532872
2024,WC,19,WAS,TB,3.0,-115.0,-105.0,outdoors,grass,58.0,2.0,Craig Wrolstad,False,0.588235,117,0.464706,0.50173,0.705882,94,0.357843,0.435986
2024,WC,19,MIN,LA,-2.5,-112.0,-108.0,closed,grass,,,John Hussey,True,0.588235,-19,0.441176,0.50519,0.823529,100,0.407563,0.474048
2024,DIV,20,HOU,KC,9.5,-108.0,-112.0,outdoors,grass,23.0,17.0,Clay Martin,True,0.882353,59,0.462745,0.487889,0.588235,0,0.376471,0.480969
2024,DIV,20,WAS,DET,8.5,-108.0,-112.0,dome,fieldturf,,,Ron Torbert,False,0.882353,222,0.494118,0.515571,0.705882,94,0.357843,0.435986
2024,DIV,20,LA,PHI,7.0,-110.0,-110.0,outdoors,grass,34.0,8.0,Shawn Smith,True,0.823529,160,0.42437,0.453287,0.588235,-19,0.441176,0.50519
2024,DIV,20,BAL,BUF,-1.5,-115.0,-105.0,outdoors,a_turf,19.0,4.0,Carl Cheffers,True,0.764706,157,0.447964,0.467128,0.705882,157,0.52451,0.529412
2024,CON,21,WAS,PHI,6.0,-115.0,-105.0,outdoors,grass,40.0,11.0,Shawn Hochuli,True,0.823529,160,0.42437,0.453287,0.705882,94,0.357843,0.435986
2024,CON,21,BUF,KC,1.5,-105.0,-115.0,outdoors,grass,31.0,8.0,Clete Blakeman,True,0.882353,59,0.462745,0.487889,0.764706,157,0.447964,0.467128
2024,SB,22,KC,PHI,-1.5,-118.0,-102.0,dome,sportturf,70.0,6.0,Ron Torbert,,0.823529,160,0.42437,0.453287,0.882353,59,0.462745,0.487889
